Title,Price,Location,Link
Focusrite Scarlett CM25 3rd Generation,N/A,"Zamanabad Housing Society, Karachi•",https://www.olx.com.pk/item/focusrite-scarlett-cm25-3rd-generation-iid-1113347031
wifi modem tenda 5G,N/A,"Shahdara, Lahore•",https://www.olx.com.pk/item/wifi-modem-tenda-5g-iid-1113347030
used Cctv camras dvr lcd for sale,N/A,"Saddar, Rawalpindi•",https://www.olx.com.pk/item/used-cctv-camras-dvr-lcd-for-sale-iid-1113347027
DJi Rs4,N/A,"GT Road, Gujar Khan•",https://www.olx.com.pk/item/dji-rs4-iid-1113347023
new mother bag 1000 with free delivery,N/A,"Nishtar Road (Lawrence Road), Karachi•",https://www.olx.com.pk/item/new-mother-bag-1000-with-free-delivery-iid-1113347020
MACBOOK PRO 2024 M3 14INCH MINT CONDITION 10/10 QUANTITY AVAILABLE,N/A,Featured,https://www.olx.com.pk/item/macbook-pro-2024-m3-14inch-mint-condition-1010-quantity-available-iid-1112522161
Coffee Maker Machine for Sale  Best for Home & Office,N/A,Featured,https://www.olx.com.pk/item/coffee-maker-machine-for-sale-best-for-home-office-iid-1113026280
"32"" INCH SMART UHD WIFI LED TV. 19 INCH LED TO 95 INCH LED AVAILABLE",N/A,Featured,https://www.olx.com.pk/item/32-inch-smart-uhd-wifi-led-tv-19-inch-led-to-95-inch-led-available-iid-1113019551
Pridor inverter 22KW,N/A,Featured,https://www.olx.com.pk/item/pridor-inverter-22kw-iid-1107887855
Hyundai 6.5 KVA Petrol Generator Fuel Petrol for sale,N/A,Featured,https://www.olx.com.pk/item/hyundai-65-kva-petrol-generator-fuel-petrol-for-sale-iid-1113054742
15A Domestic Fuses 12Pcs British Plug Top Household Mains 15amp Cartridge Fuse 5mm x 20mm,N/A,Buy with Delivery,https://www.olx.com.pk/item/15a-domestic-fuses-12pcs-british-plug-top-household-mains-15amp-cartridge-fuse-5mm-x-20mm-iid-ev535066-1
Jmary MC-PW10 USB Microphone for Professional Use,N/A,Delivery,https://www.olx.com.pk/item/jmary-mc-pw10-usb-microphone-for-professional-use-iid-ev251727-1
Cute Mini Rabbit Portable Comfortable Humidifier Diffuser Aromatherapy Diffuser Cool Mist Maker Fragrance Maker Home Office and Bedroom,N/A,Delivery,https://www.olx.com.pk/item/cute-mini-rabbit-portable-comfortable-humidifier-diffuser-aromatherapy-diffuser-cool-mist-maker-fragrance-maker-home-office-and-bedroom-iid-ev460638-1
Soldering Iron 200w with Ceramic Heater – Torch-Style High-Performance Welder with Wooden Handle,N/A,Delivery,https://www.olx.com.pk/item/soldering-iron-200w-with-ceramic-heater-torch-style-high-performance-welder-with-wooden-handle-iid-ev535266-1
2Pcs Plastic Speaker Grill Cover Guard Protector Speaker Decorative Grill 4 Inches,N/A,Delivery,https://www.olx.com.pk/item/2pcs-plastic-speaker-grill-cover-guard-protector-speaker-decorative-grill-4-inches-iid-ev421067-1
"Instant Gas Geyser Water Heater 8 Liters – Dual Ignition (Battery + Adapter), Pure Copper Heat Chamber – LPG & Natural Gas",N/A,Delivery,https://www.olx.com.pk/item/instant-gas-geyser-water-heater-8-liters-dual-ignition-battery-adapter-pure-copper-heat-chamber-lpg-natural-gas-iid-ev491186-1
Weifeng WT-330A Portable Lightweight Tripod Stand 3-Section Aluminum Legs,N/A,Delivery,https://www.olx.com.pk/item/weifeng-wt-330a-portable-lightweight-tripod-stand-3-section-aluminum-legs-iid-ev248518-1
REMAX Magnet Sports BT Headset by ALI's Electronics,N/A,Delivery,https://www.olx.com.pk/item/remax-magnet-sports-bt-headset-by-ali-s-electronics-iid-ev482331-1
3120 Lightweight Video Tripod 3-way head mount camera tripod,N/A,Delivery,https://www.olx.com.pk/item/3120-lightweight-video-tripod-3-way-head-mount-camera-tripod-iid-ev213242-1
sale your old battery ups steplizer,N/A,Featured,https://www.olx.com.pk/item/sale-your-old-battery-ups-steplizer-iid-1112349375
PS4 Fat 500GB With 1 Year PS Premium Fully Working Consol,N/A,Featured,https://www.olx.com.pk/item/ps4-fat-500gb-with-1-year-ps-premium-fully-working-consol-iid-1113171997
"43"" INCH SMART UHD WIFI LED TV. NEW BRAND TV",N/A,Featured,https://www.olx.com.pk/item/43-inch-smart-uhd-wifi-led-tv-new-brand-tv-iid-1113280618
Used condition hai but  saf suthra hai,N/A,"Azam Town, Karachi•",https://www.olx.com.pk/item/used-condition-hai-but-saf-suthra-hai-iid-1113347017
"MacBook Pro  M3 14""  - 16Gb Ram 512Gb SSD for 100% original",N/A,"Hayatabad, Peshawar•",https://www.olx.com.pk/item/macbook-pro-m3-14-16gb-ram-512gb-ssd-for-100-original-iid-1113347014
Nintendo Switch OLED – Like New (Imported from Dubai),N/A,"North Karachi Buffer Zone, Karachi•",https://www.olx.com.pk/item/nintendo-switch-oled-like-new-imported-from-dubai-iid-1112276044
Apollo ups inverter for sale in good condition,N/A,"Sabzazar, Lahore•",https://www.olx.com.pk/item/apollo-ups-inverter-for-sale-in-good-condition-iid-1111670778
Remote Control#TV remotes #LCD remotes #Gadgets #032541870633,N/A,•,https://www.olx.com.pk/item/remote-controltv-remotes-lcd-remotes-gadgets-032541870633-iid-1110277080
Remote Control # Original remotes # Universal remote #03254187063,N/A,•,https://www.olx.com.pk/item/remote-control-original-remotes-universal-remote-03254187063-iid-1109622435
freezer,N/A,•,https://www.olx.com.pk/item/freezer-iid-1113346995
Apple MacBook Air - 16. inch 16GB RAM  512GB SSD,N/A,"Bahria Town Rawalpindi, Rawalpindi•",https://www.olx.com.pk/item/apple-macbook-air-16-inch-16gb-ram-512gb-ssd-iid-1113346981
Ac /Old AC /Used Ac /Dead Ac/split Ac/Window Ac,N/A,"Ghulam Mohammad Abad, Faisalabad•",https://www.olx.com.pk/item/ac-old-ac-used-ac-dead-acsplit-acwindow-ac-iid-1113346979
Toshiba laptop 4gb ram,N/A,"Bethsaida Colony, Rawalpindi•",https://www.olx.com.pk/item/toshiba-laptop-4gb-ram-iid-1113346961
MacBook Pro 2023 14inch Core i10 32GB Ram 1TB SSD,N/A,"Johar Town, Lahore•",https://www.olx.com.pk/item/macbook-pro-2023-14inch-core-i10-32gb-ram-1tb-ssd-iid-1113346948
Dawlance washing machine and Dryer,N/A,•,https://www.olx.com.pk/item/dawlance-washing-machine-and-dryer-iid-1113346945
We Buy All Kinds of Used & Scrap Batteries | Best Rates| karachi,N/A,Featured,https://www.olx.com.pk/item/we-buy-all-kinds-of-used-scrap-batteries-best-rates-karachi-iid-1113317402
Huawei Networking Stock Available,N/A,Featured,https://www.olx.com.pk/item/huawei-networking-stock-available-iid-1112647001
Haier ac 1.5 Ton inverter  good condition,N/A,Featured,https://www.olx.com.pk/item/haier-ac-15-ton-inverter-good-condition-iid-1113091091
"4 Ton Gree,Acson, Daikin chiller Ac",N/A,Featured,https://www.olx.com.pk/item/4-ton-greeacson-daikin-chiller-ac-iid-1100750887
Life Relax Electric Water Kettle 1.0L – Stainless Steel Heating Cup LR-014,N/A,Buy with Delivery,https://www.olx.com.pk/item/life-relax-electric-water-kettle-1-0l-stainless-steel-heating-cup-lr-014-iid-ev450645-1
S BUDS 2 PRO EARBUDS by ALI's Electronics,N/A,Delivery,https://www.olx.com.pk/item/s-buds-2-pro-earbuds-by-ali-s-electronics-iid-ev482334-1
Liquid Water Float Level Switch and Controller Sensor for Water Tanks - 2M Length,N/A,Delivery,https://www.olx.com.pk/item/liquid-water-float-level-switch-and-controller-sensor-for-water-tanks-2m-length-iid-ev439640-1
coil holder stand,N/A,Delivery,https://www.olx.com.pk/item/coil-holder-stand-iid-ev466339-1
6 LED SOLAR FENCE LIGHT - PACK OF 4,N/A,Delivery,https://www.olx.com.pk/item/6-led-solar-fence-light-pack-of-4-iid-ev453224-1
M9 Pro Wireless Microphone – Best Noise Cancelling Mic for Vlogging & Streaming in,N/A,Delivery,https://www.olx.com.pk/item/m9-pro-wireless-microphone-best-noise-cancelling-mic-for-vlogging-streaming-in-iid-ev480816-1
LED Flexible Rope Light 2 Pin EU Plug Connector Adapter With Flasher,N/A,Delivery,https://www.olx.com.pk/item/led-flexible-rope-light-2-pin-eu-plug-connector-adapter-with-flasher-iid-ev466566-1
Portable Hand Free Mini Mop - Box Packing,N/A,Delivery,https://www.olx.com.pk/item/portable-hand-free-mini-mop-box-packing-iid-ev453116-1
Jmary FM-58R 9-inch LED Panel Light for Photography and Video,N/A,Delivery,https://www.olx.com.pk/item/jmary-fm-58r-9-inch-led-panel-light-for-photography-and-video-black-iid-ev251702-1
Orient Ultron Lunar 1 Ton Inverter AC,N/A,Featured,https://www.olx.com.pk/item/orient-ultron-lunar-1-ton-inverter-ac-iid-1113050533
APC Smart UPS 650VA to 3KVA | All Models Available | Pure Sine Wave,N/A,Featured,https://www.olx.com.pk/item/apc-smart-ups-650va-to-3kva-all-models-available-pure-sine-wave-iid-1111018344
Gree Split AC (Non-Invertor) Model: SG-CZ8 - Gree Company maintaned,N/A,Featured,https://www.olx.com.pk/item/gree-split-ac-non-invertor-model-sg-cz8-gree-company-maintaned-iid-1112372041
Solar Panel with Light,N/A,"OPF Housing Scheme, Lahore•",https://www.olx.com.pk/item/solar-panel-with-light-iid-1113346942
air cooler,N/A,"Mansoorabad, Faisalabad•",https://www.olx.com.pk/item/air-cooler-iid-1113346939
skyiwood 1 ton portable Ac,N/A,•,https://www.olx.com.pk/item/skyiwood-1-ton-portable-ac-iid-1113217330
pel smal 2 door refrigerator,N/A,"City Villas Housing Scheme, Faisalabad•",https://www.olx.com.pk/item/pel-smal-2-door-refrigerator-iid-1112354928
PS4 CONTROLLER 10/10 ORIGINAL,N/A,"Topi, Swabi•",https://www.olx.com.pk/item/ps4-controller-1010-original-iid-1112225428
izone room cooler,N/A,"Others, Faisalabad•",https://www.olx.com.pk/item/izone-room-cooler-iid-1112202364
Dell Laptop Core i3 4th Generation,N/A,"Ali Town, Multan•",https://www.olx.com.pk/item/dell-laptop-core-i3-4th-generation-iid-1112194229
Yamaha,N/A,"Saddar, Karachi•",https://www.olx.com.pk/item/yamaha-iid-1111994417
KENWOOD E SENSE 1 TON AIR CONDITIONER,N/A,•,https://www.olx.com.pk/item/kenwood-e-sense-1-ton-air-conditioner-iid-1111612444
AMD R7 350x,N/A,"Vehari Chowk, Multan•",https://www.olx.com.pk/item/amd-r7-350x-iid-1109790152
Haier washing & dryer machine,N/A,•,https://www.olx.com.pk/item/haier-washing-dryer-machine-iid-1098463073
urgent for sale. 135 watt.,N/A,"Haram Gate, Multan•",https://www.olx.com.pk/item/urgent-for-sale-135-watt-iid-1113346919
GFC Washing Machine for Sale – Good Condition,N/A,Featured,https://www.olx.com.pk/item/gfc-washing-machine-for-sale-good-condition-iid-1113289182
Generator Model  J7500DC,N/A,Featured,https://www.olx.com.pk/item/generator-model-j7500dc-iid-1113149563
Acson 4 Ton ceiling cassette 5years warranty,N/A,Featured,https://www.olx.com.pk/item/acson-4-ton-ceiling-cassette-5years-warranty-iid-1082520527
APC SMART UPS ALL MODELS AVAILABLE 1kva to 10kva,N/A,Featured,https://www.olx.com.pk/item/apc-smart-ups-all-models-available-1kva-to-10kva-iid-1113327852
WIFI PTZ Bulb Camera v380 pro Camera ptz bulb cctv security cameras,N/A,Featured,https://www.olx.com.pk/item/wifi-ptz-bulb-camera-v380-pro-camera-ptz-bulb-cctv-security-cameras-iid-1111804510
"55"" INCH SMART UHD WIFI LED TV. NEW BRAND TV",N/A,Featured,https://www.olx.com.pk/item/55-inch-smart-uhd-wifi-led-tv-new-brand-tv-iid-1111959784
"Multifunctional Round Vegetable and Fruit Slicer, Cutter, and Shredder for Kitchen",N/A,Buy with Delivery,https://www.olx.com.pk/item/multifunctional-round-vegetable-and-fruit-slicer-cutter-and-shredder-for-kitchen-iid-ev293729-1
Enviro Orbit Series EAC-24 H&C Floor Standing,N/A,Delivery,https://www.olx.com.pk/item/enviro-orbit-series-eac-24-h-c-floor-standing-iid-ev320743-1
BOYA MW2 Wireless Microphone For Type-C & iPhone,N/A,Delivery,https://www.olx.com.pk/item/boya-mw2-wireless-microphone-for-type-c-iphone-iid-ev500433-1
Baking paper 5 meter,N/A,Delivery,https://www.olx.com.pk/item/baking-paper-5-meter-iid-ev456474-1
Mini Stereo Audio Amplifier Module 3W+3W | 5V |,N/A,Delivery,https://www.olx.com.pk/item/mini-stereo-audio-amplifier-module-3w-3w-5v-iid-ev529300-1
"Electric Extension Board with PVC Box and Fiber Sheet, 2 Piano Switch Sockets for Home and Office Use",N/A,Delivery,https://www.olx.com.pk/item/electric-extension-board-with-pvc-box-and-fiber-sheet-2-piano-switch-sockets-for-home-and-office-use-iid-ev342333-1
Mini Juicer Blender 6 Blades USB Portable 380ml Mini Fruit Bottle Juicer Small Blender,N/A,Delivery,https://www.olx.com.pk/item/mini-juicer-blender-6-blades-usb-portable-380ml-mini-fruit-bottle-juicer-small-blender-iid-ev479650-1
"Thinkerz Rechargeable Electronic Mosquito Bat / Racket, Insect Killer",N/A,Delivery,https://www.olx.com.pk/item/thinkerz-rechargeable-electronic-mosquito-bat-racket-insect-killer-iid-ev520447-1
Adjustable Desktop Monitor Mount Stand for 15-33 Inch Screens | Heavy Duty | 8KG Load Capacity | VESA Compatible | 360° Rotation,N/A,Delivery,https://www.olx.com.pk/item/adjustable-desktop-monitor-mount-stand-for-15-33-inch-screens-heavy-duty-8kg-load-capacity-vesa-compatible-360-rotation-iid-ev492188-1
"MacBook 13.3"" Core i5 | 8GB RAM | 150GB SSD | macOS Sequoia",N/A,Featured,https://www.olx.com.pk/item/macbook-133-core-i5-8gb-ram-150gb-ssd-macos-sequoia-iid-1113172274
APC Smart UPS 1500VA 1000VA 750VA PURE SINE WAVE UPS,N/A,Featured,https://www.olx.com.pk/item/apc-smart-ups-1500va-1000va-750va-pure-sine-wave-ups-iid-1106390170
Pridor inverter 30KW,N/A,Featured,https://www.olx.com.pk/item/pridor-inverter-30kw-iid-1107888000
4K adnriod LED TV,N/A,"FDA City, Faisalabad•",https://www.olx.com.pk/item/4k-adnriod-led-tv-iid-1113346916
new dinner set available for sale in good condition,N/A,"Model Town B, Bahawalpur•",https://www.olx.com.pk/item/new-dinner-set-available-for-sale-in-good-condition-iid-1113346893
washing machine brand new,N/A,"Hafiz Abad, Bahawalnagar•",https://www.olx.com.pk/item/washing-machine-brand-new-iid-1113346933
3TB Hard Drive,N/A,"Kundian City, Mianwali•",https://www.olx.com.pk/item/3tb-hard-drive-iid-1113346929
Lenovo ThinkPad L530 | Core i5 3rd Gen | 8GB RAM | 128GB SSD,N/A,"Satellite Town - Block D, Rawalpindi•",https://www.olx.com.pk/item/lenovo-thinkpad-l530-core-i5-3rd-gen-8gb-ram-128gb-ssd-iid-1113346923
Redmi Earbuds 8 Lite,N/A,•,https://www.olx.com.pk/item/redmi-earbuds-8-lite-iid-1113346906
washing machine,N/A,"Sufi City, Mandi Bahauddin•",https://www.olx.com.pk/item/washing-machine-iid-1113346883
Original Jmery   Mic For sale,N/A,"Jamshed Road, Karachi•",https://www.olx.com.pk/item/original-jmery-mic-for-sale-iid-1112364304
TCL 1.5 ton inverter heat and cool in new condition,N/A,"Bahram Villas, Islamabad•",https://www.olx.com.pk/item/tcl-15-ton-inverter-heat-and-cool-in-new-condition-iid-1110718894
Ac /Old AC /Used Ac /Dead Ac/split Ac/Window Ac,N/A,"Canal Road, Faisalabad•",https://www.olx.com.pk/item/ac-old-ac-used-ac-dead-acsplit-acwindow-ac-iid-1103514176
Redmi Earbuds 8 Lite,N/A,"Shahdara, Lahore•",https://www.olx.com.pk/item/redmi-earbuds-8-lite-iid-1113346853
Dell  i5 5th slim laptop  8gb 500gb_4gb intel graphic,N/A,"Satellite Town - Block B, Rawalpindi•",https://www.olx.com.pk/item/dell-i5-5th-slim-laptop-8gb-500gb_4gb-intel-graphic-iid-1113346802
Lenovo Thinkpad T490 | i7 8th Gen | 16/512,N/A,"Naval Anchorage, Islamabad•",https://www.olx.com.pk/item/lenovo-thinkpad-t490-i7-8th-gen-16512-iid-1110307253
Dawlance 9140 8'cft,N/A,"Kala Board, Karachi•",https://www.olx.com.pk/item/dawlance-9140-8cft-iid-1104857244
"MacBook Air (13-inch, 2017)",N/A,Featured,https://www.olx.com.pk/item/macbook-air-13-inch-2017-iid-1113196239
Lithium ion batteries business only,N/A,Featured,https://www.olx.com.pk/item/lithium-ion-batteries-business-only-iid-1112528205
Fridge/Orient Refrigerator/100% Working,N/A,Featured,https://www.olx.com.pk/item/fridgeorient-refrigerator100-working-iid-1112777700
Dell Computer with full Setup,N/A,Featured,https://www.olx.com.pk/item/dell-computer-with-full-setup-iid-1113102007
"Apple MacBook Pro, A2338, M1, 16/256GB, 2020, Laptop",N/A,Featured,https://www.olx.com.pk/item/apple-macbook-pro-a2338-m1-16256gb-2020-laptop-iid-1112697815
Haier Freezer All OK Box Pack Excellent Condition,N/A,Featured,https://www.olx.com.pk/item/haier-freezer-all-ok-box-pack-excellent-condition-iid-1112648649
"Kitchen Cleaning Brush, Multipurpose Stain and Grease Remover, Hands-Free, Reusable Dirt Removal Pad",N/A,Delivery,https://www.olx.com.pk/item/kitchen-cleaning-brush-multipurpose-stain-and-grease-remover-hands-free-reusable-dirt-removal-pad-iid-ev418298-1
"WS-858 Kids Microphone for Singing, Wireless Bluetooth Karaoke Microphone for Adults, Portable Handheld Karaoke Machine, Toys for Boys and Girls Gift for Birthday Party By ALI's Electronics",N/A,Delivery,https://www.olx.com.pk/item/ws-858-kids-microphone-for-singing-wireless-bluetooth-karaoke-microphone-for-adults-portable-handheld-karaoke-machine-toys-for-boys-and-girls-gift-for-birthday-party-by-ali-s-electronics-iid-ev490293-1
Jumbo Plier With Hammer Original CRV Stripper,N/A,Delivery,https://www.olx.com.pk/item/jumbo-plier-with-hammer-original-crv-stripper-iid-ev510275-1
Easy Grip Pen Cutter - Craft Knife for Art and Hobby Use - Black,N/A,Delivery,https://www.olx.com.pk/item/easy-grip-pen-cutter-craft-knife-for-art-and-hobby-use-black-iid-ev293980-1
Rotation faucet splash head - Made in china,N/A,Delivery,https://www.olx.com.pk/item/rotation-faucet-splash-head-made-in-china-iid-ev456432-1
SCHNEIDER BREAKER 63 Ampere Two-Pole Electric Circuit Breaker,N/A,Delivery,https://www.olx.com.pk/item/schneider-breaker-63-ampere-two-pole-electric-circuit-breaker-iid-ev439593-1
Foldable Scissor for Travelling-KS,N/A,Delivery,https://www.olx.com.pk/item/foldable-scissor-for-travelling-ks-iid-ev244239-1
Loncin 6.5 KVA generator for sale,N/A,Featured,https://www.olx.com.pk/item/loncin-65-kva-generator-for-sale-iid-1112937126
Refrigerator/Haier  Fridge/condition 100%  working,N/A,Featured,https://www.olx.com.pk/item/refrigeratorhaier-fridgecondition-100-working-iid-1112589679
IPTV 03001115462:WORLD NO. 1 IPTV WITH HD UHD 4K _UK BASED SUPER SPEED,N/A,Featured,https://www.olx.com.pk/item/iptv-03001115462world-no-1-iptv-with-hd-uhd-4k-_uk-based-super-speed-iid-1112760635
Changhong Ruba 1.5 Ton Split AC,N/A,•,https://www.olx.com.pk/item/changhong-ruba-15-ton-split-ac-iid-1113346833
Haier 1 ton DC inverter,N/A,"Faisal Gardens, Faisalabad•",https://www.olx.com.pk/item/haier-1-ton-dc-inverter-iid-1113346814
APC SMART UPS ALL MODELS AVAILABLE 650VA TO 20KVA  APC UPS Sale & Ser,N/A,"Anarkali, Lahore•",https://www.olx.com.pk/item/apc-smart-ups-all-models-available-650va-to-20kva-apc-ups-sale-ser-iid-1113346790
Haier lED,N/A,"Gulgasht Colony, Multan•",https://www.olx.com.pk/item/haier-led-iid-1113346784
12v ups for sale,N/A,"Satellite Town - Block D, Rawalpindi•",https://www.olx.com.pk/item/12v-ups-for-sale-iid-1113346782
dish antenna network tv service 03020111515,N/A,"Alia Town, Lahore•",https://www.olx.com.pk/item/dish-antenna-network-tv-service-03020111515-iid-1113346770
APC SMART UPS ALL MODELS AVAILABLE 650VA TO 20KVA  APC UPS Sale & Ser,N/A,"Garhi Shahu, Lahore•",https://www.olx.com.pk/item/apc-smart-ups-all-models-available-650va-to-20kva-apc-ups-sale-ser-iid-1113346744
HP Laptop,N/A,"Others, Dadu•",https://www.olx.com.pk/item/hp-laptop-iid-1113346739
brand new Refrigerator  FP Model,N/A,"Model Town, Haripur•",https://www.olx.com.pk/item/brand-new-refrigerator-fp-model-iid-1113346734
2 Royal Fan Urgent For Sale reasonable price 3 years used,N/A,"Peer Colony, Lahore•",https://www.olx.com.pk/item/2-royal-fan-urgent-for-sale-reasonable-price-3-years-used-iid-1113346725
Konica Minolta Bizhub 368e Printer Copier for Sale,N/A,"Teen Talwar Jarwari Shakh, Mirpur Khas•",https://www.olx.com.pk/item/konica-minolta-bizhub-368e-printer-copier-for-sale-iid-1113346723
BROAST MACHINE,N/A,•,https://www.olx.com.pk/item/broast-machine-iid-1113329280
DAHUA CCTV Security Camera 1-Year Warranty Complete Installation,N/A,Featured,https://www.olx.com.pk/item/dahua-cctv-security-camera-1-year-warranty-complete-installation-iid-1106185941
old ac/new ac/inverter/DC inverter sale purchase,N/A,Featured,https://www.olx.com.pk/item/old-acnew-acinverterdc-inverter-sale-purchase-iid-1086862121
Longi solar panels himo6 X/ Himo 7,N/A,Featured,https://www.olx.com.pk/item/longi-solar-panels-himo6-x-himo-7-iid-1110627709
Solar system / Complete solar setup / inverter / Hybrid solar system,N/A,Featured,https://www.olx.com.pk/item/solar-system-complete-solar-setup-inverter-hybrid-solar-system-iid-1113347652
"Xerox quality, reliability and performance Photocopier are Printer Sca",N/A,Featured,https://www.olx.com.pk/item/xerox-quality-reliability-and-performance-photocopier-are-printer-sca-iid-1046685481
Porcelain Multi-Socket Power Plug for China - Heavy Duty Design,N/A,Delivery,https://www.olx.com.pk/item/porcelain-multi-socket-power-plug-for-china-heavy-duty-design-iid-ev342070-1
"Electric Extension Board with 5 Piano Switch Sockets, PVC Box & Fiber Sheet for Home and Office",N/A,Delivery,https://www.olx.com.pk/item/electric-extension-board-with-5-piano-switch-sockets-pvc-box-fiber-sheet-for-home-and-office-iid-ev342459-1
Wireless Scalp Head Massager with USB Connectivity,N/A,Delivery,https://www.olx.com.pk/item/wireless-scalp-head-massager-with-usb-connectivity-iid-ev432998-1
*Coffee Beater (Random Colours) Card Packing*,N/A,Delivery,https://www.olx.com.pk/item/coffee-beater-random-colours-card-packing-iid-ev462307-1
New Intelligent night light home wardrobe storage USB light charging function,N/A,Delivery,https://www.olx.com.pk/item/new-intelligent-night-light-home-wardrobe-storage-usb-light-charging-function-iid-ev418303-1
Airpods Pro 2 - ANCBlack,N/A,Delivery,https://www.olx.com.pk/item/airpods-pro-2-ancblack-iid-ev439651-1
"Look Like A New 12 Volt 22 Ampere Computer Power Supply For Air Coolers , DC 12V Water Rooters & Other Multiple Use With Power Cable",N/A,Delivery,https://www.olx.com.pk/item/look-like-a-new-12-volt-22-ampere-computer-power-supply-for-air-coolers-dc-12v-water-rooters-other-multiple-use-with-power-cable-iid-ev461735-1
Canon Pixma G3020 3 in 1 Color Wireless Printer-Almost New (Wifi),N/A,Featured,https://www.olx.com.pk/item/canon-pixma-g3020-3-in-1-color-wireless-printer-almost-new-wifi-iid-1112948432
Computer scrap Dealer,N/A,Featured,https://www.olx.com.pk/item/computer-scrap-dealer-iid-1112517137
Almost New Condition Less Used  Samsung 40inch Smart Android LCD,N/A,"Sui Gas Road, Rahimyar Khan•",https://www.olx.com.pk/item/almost-new-condition-less-used-samsung-40inch-smart-android-lcd-iid-1112362406
lahore sattlite HD dish antenna tv sell service  call 03096614600,N/A,"Fatehabad, Lahore•",https://www.olx.com.pk/item/lahore-sattlite-hd-dish-antenna-tv-sell-service-call-03096614600-iid-1110362902
lahore sattlite HD dish antenna tv sell service  call 03096614600,N/A,"Fateh Garh, Lahore•",https://www.olx.com.pk/item/lahore-sattlite-hd-dish-antenna-tv-sell-service-call-03096614600-iid-1110362873
All Games Available For PS4 & PS5,N/A,"Timber Market Scheme, Lahore•",https://www.olx.com.pk/item/all-games-available-for-ps4-ps5-iid-1107345636
waves fridge and deep freezer,N/A,•,https://www.olx.com.pk/item/waves-fridge-and-deep-freezer-iid-1100494409
New Mirror 6MM ka,N/A,"Karim Park, Lahore•",https://www.olx.com.pk/item/new-mirror-6mm-ka-iid-1113346709
dawlance washing machine DM 6100,N/A,"Nishtar Colony, Lahore•",https://www.olx.com.pk/item/dawlance-washing-machine-dm-6100-iid-1113346694
Gaming Computer 120 FPS 2 GB graphic card.,N/A,"D Ground, Faisalabad•",https://www.olx.com.pk/item/gaming-computer-120-fps-2-gb-graphic-card-iid-1113346692
dawlance 1 ton with fitting,N/A,•,https://www.olx.com.pk/item/dawlance-1-ton-with-fitting-iid-1113346691
Medium size Frige,N/A,•,https://www.olx.com.pk/item/medium-size-frige-iid-1113346689
APC UPS RT 6KVA/5KVA/3KVA/2KVA/1KVA Box Packed & Used  APC UPS Sale,N/A,"Gajju Matah, Lahore•",https://www.olx.com.pk/item/apc-ups-rt-6kva5kva3kva2kva1kva-box-packed-used-apc-ups-sale-iid-1113346688
Custom Build PC (Read Post For Specs(,N/A,"Jora Pull, Lahore•",https://www.olx.com.pk/item/custom-build-pc-read-post-for-specs-iid-1113346667
Lenovo ThinkPad Core i7 (4th Generation),N/A,"Sewara Chowk, Multan•",https://www.olx.com.pk/item/lenovo-thinkpad-core-i7-4th-generation-iid-1113346640
Steel Body Lahore Air Cooler,N/A,"FDA City, Faisalabad•",https://www.olx.com.pk/item/steel-body-lahore-air-cooler-iid-1113346635
Haier deep frizer Good condition Home use,N/A,"Lakhodher, Lahore•",https://www.olx.com.pk/item/haier-deep-frizer-good-condition-home-use-iid-1112369309
solar panel/canadian solat panels/585w/610w/solar plates,N/A,Featured,https://www.olx.com.pk/item/solar-panelcanadian-solat-panels585w610wsolar-plates-iid-1111077468
IPTV Affordable IPTV IPTV/IPTV Service High-Quality iptv subscription,N/A,Featured,https://www.olx.com.pk/item/iptv-affordable-iptv-iptviptv-service-high-quality-iptv-subscription-iid-1110566575
Custom Built High-Midrange Gaming PC (Mint Condition),N/A,Featured,https://www.olx.com.pk/item/custom-built-high-midrange-gaming-pc-mint-condition-iid-1112887294
Dawlance Fridge for sale / Inverter Fridge / Old Fridge / Used Fridge,N/A,Featured,https://www.olx.com.pk/item/dawlance-fridge-for-sale-inverter-fridge-old-fridge-used-fridge-iid-1097585757
AC Service | Fridge Repair | AC Repair | AC Fitting | Microwave Repai,N/A,Featured,https://www.olx.com.pk/item/ac-service-fridge-repair-ac-repair-ac-fitting-microwave-repai-iid-1112728860
Fischer Water Dispenser Hot & Cold 2 Tap Stainless Steel,N/A,Featured,https://www.olx.com.pk/item/fischer-water-dispenser-hot-cold-2-tap-stainless-steel-iid-1113287449
RGB Led Lights for Bedroom 5050 15 feet Led Strip Lights RGB LED Strip Color changing Flexible Rope Lights with Remote Control Best Quality RGB Led Strip Light for Home Decoration Complete kit,N/A,Delivery,https://www.olx.com.pk/item/rgb-led-lights-for-bedroom-5050-15-feet-led-strip-lights-rgb-led-strip-color-changing-flexible-rope-lights-with-remote-control-best-quality-rgb-led-strip-light-for-home-decoration-complete-kit-iid-ev492227-1
Universal Tripod Camera Stand 3110 for Canon Nikon Sony & Phones - Black & Silver,N/A,Delivery,https://www.olx.com.pk/item/universal-tripod-camera-stand-3110-for-canon-nikon-sony-phones-black-silver-iid-ev248643-1
Universal Remote Control For AC DC Fan Compatible With Several Models Of Ceiling Fans,N/A,Delivery,https://www.olx.com.pk/item/universal-remote-control-for-ac-dc-fan-compatible-with-several-models-of-ceiling-fans-iid-ev420530-1
